RouteID,PaymentPlan,StartHub,StartLatitude,StartLongitude,StartDate,StartTime,EndHub,EndLatitude,EndLongitude,EndDate,EndTime,TripType,BikeID,BikeName,Distance_Miles,Duration,RentalAccessPath,MultipleRental
10150517,Casual,SW 5th at Oak,45.5211726,-122.6763654,11/1/2018,1:01,NW Station at Irving,45.5282777,-122.6766282,11/1/2018,1:08,,7321,0976 BETRUE TRAINER ,0.85,0:07:38,keypad,FALSE
10150535,Subscriber,,45.5627257,-122.6496997,11/1/2018,1:09,,45.5717932,-122.6603768,11/1/2018,1:18,,5989,0872 BIKETOWN,1.15,0:09:07,mobile,FALSE
10150588,Subscriber,,45.5264711,-122.6359119,11/1/2018,1:24,SW 5th at Main,45.51609691,-122.6790771,11/1/2018,1:40,,6045,0433 BIKETOWN,2.74,0:15:44,keypad,FALSE
10150604,Subscriber,,45.5229366,-122.6840002,11/1/2018,1:28,NW 19th at Johnson,45.52862062,-122.6905073,11/1/2018,1:51,,6555,0322 BIKETOWN,0.66,0:22:16,keypad_rfid_card,FALSE
10150614,Casual,NW Couch at 2nd,45.52389222,-122.6721825,11/1/2018,1:30,NW Couch at 2nd,45.52389222,-122.6721825,11/1/2018,2:12,,7200,0341 BIKETOWN,4.54,0:41:58,keypad_rfid_card,FALSE
10150629,Casual,,45.5200764,-122.6571849,11/1/2018,1:36,,45.5240259,-122.6505684,11/1/2018,1:42,,6091,0875 BIKETOWN,0.52,0:06:09,keypad,FALSE
10150644,Casual,,45.5194898,-122.6858874,11/1/2018,1:40,SW 5th at Main,45.51609691,-122.6790771,11/1/2018,1:44,,19236,0880 BIKETOWN,0.56,0:04:19,keypad,FALSE
10150681,Casual,NE 15th at Broadway,45.53508224,-122.6505639,11/1/2018,1:50,,45.5314984,-122.6566013,11/1/2018,3:20,,7175,0333 BIKETOWN,6.52,1:30:25,keypad,FALSE
10150711,Subscriber,SE Belmont at 20th,45.51636144,-122.6460457,11/1/2018,1:54,NW Couch at 11th,45.52374151,-122.6818129,11/1/2018,2:08,,7340,1025 AIR SAFARI,2.45,0:14:49,keypad,FALSE
10150721,Subscriber,,45.5264458,-122.6873355,11/1/2018,1:56,SW Harvey Milk at Burnside,45.522793,-122.684012,11/1/2018,2:02,,6449,0347 BIKETOWN,0.49,0:06:06,keypad_rfid_card,FALSE
10150772,Casual,SE Clinton at 21st,45.5033655,-122.6447314,11/1/2018,2:12,SE Elliott at Division,45.50512504,-122.6533681,11/1/2018,2:19,,7490,0815 BIKETOWN,0.54,0:06:52,mobile,FALSE
10150775,Casual,SE Clinton at 21st,45.5033655,-122.6447314,11/1/2018,2:13,SE Elliott at Division,45.50512504,-122.6533681,11/1/2018,2:20,,6810,0097 BIKETOWN,0.54,0:06:49,keypad,FALSE
10150792,Casual,,45.5200851,-122.6607401,11/1/2018,2:17,SE 14th at Stark,45.51844688,-122.651685,11/1/2018,2:26,,7298,"0980 DESIGN BIKE, N PAUL BUNYAN ",0.53,0:08:20,mobile,FALSE
10150815,Casual,SE 29th at Stark,45.51936283,-122.6359928,11/1/2018,2:27,,45.5048505,-122.6517163,11/1/2018,2:41,,6589,0640 BIKETOWN,1.72,0:13:53,keypad_rfid_card,FALSE
10150835,Casual,,45.5240259,-122.6505684,11/1/2018,2:32,,45.4933698,-122.6376299,11/1/2018,2:55,,6091,0875 BIKETOWN,2.54,0:22:37,keypad,FALSE
10150900,Subscriber,,45.5546279,-122.6755257,11/1/2018,2:51,SW 10th at Columbia,45.51544427,-122.6846749,11/1/2018,3:24,,7158,0324 BIKETOWN,4.08,0:33:35,mobile,FALSE
10150914,Casual,SW 3rd at Ankeny,45.52247868,-122.6732969,11/1/2018,2:57,NW 23rd at Overton,45.53211645,-122.6986304,11/1/2018,3:10,,24828,0248 BIKETOWN,1.83,0:13:16,keypad,FALSE
10150953,Subscriber,,45.5164994,-122.6546774,11/1/2018,3:11,,45.5252624,-122.6734734,11/1/2018,5:56,,6177,0367 BIKETOWN ,2.59,2:44:14,keypad,FALSE
10150995,Casual,SE Alder at 6th,45.5178988,-122.6600522,11/1/2018,3:26,,45.5143602,-122.6546917,11/1/2018,3:32,,6049,0346 BIKETOWN,0.4,0:05:44,mobile,FALSE
10151185,Casual,SE Hawthorne at 20th,45.51222277,-122.6454261,11/1/2018,4:16,,45.5120657,-122.6305888,11/1/2018,4:28,,7127,0158 BIKETOWN,0.73,0:11:25,keypad,FALSE
10151200,Casual,NW Station at Irving,45.5282777,-122.6766282,11/1/2018,4:21,,45.5287476,-122.6776586,11/1/2018,4:23,,6470,0320 BIKETOWN,0.06,0:01:44,keypad_rfid_card,FALSE
10151252,Casual,,45.5221371,-122.6372902,11/1/2018,4:33,NE Broadway at 12th,45.53496857,-122.653631,11/1/2018,4:45,,6072,0543 BIKETOWN,1.5,0:11:45,keypad,FALSE
10151327,Subscriber,,45.5315127,-122.6824564,11/1/2018,4:51,,45.5251399,-122.6801824,11/1/2018,4:58,,6372,0405 BIKETOWN,0.74,0:06:52,keypad_rfid_card,FALSE
10151356,Casual,NW 18th at Flanders,45.52556242,-122.6892561,11/1/2018,4:57,,45.5376746,-122.6968843,11/1/2018,5:04,,7191,0813 BIKETOWN,1.15,0:06:58,keypad,TRUE
10151387,Casual,SW 3rd at Ankeny,45.52247868,-122.6732969,11/1/2018,5:04,SW 5th at Main,45.51609691,-122.6790771,11/1/2018,5:11,,6346,0044 BIKETOWN,0.62,0:06:35,keypad,FALSE
10151417,Subscriber,,45.5236529,-122.6617728,11/1/2018,5:05,,45.5231236,-122.6922851,11/1/2018,5:19,,6843,0759 BIKETOWN ,1.64,0:14:12,mobile,FALSE
10151413,Subscriber,NW 22nd at Lovejoy,45.52976024,-122.6966429,11/1/2018,5:08,,45.5314628,-122.685491,11/1/2018,5:17,,6058,0259 BIKETOWN,0.65,0:08:48,keypad,FALSE
10151478,Subscriber,NW Thurman at 24th,45.53550403,-122.7006608,11/1/2018,5:21,NE Couch at MLK,45.52358836,-122.6619177,11/1/2018,5:37,,6250,0277 BIKETOWN,2.5,0:16:26,keypad_rfid_card,FALSE
10151557,Casual,NW Everett at 22nd,45.52487653,-122.6965141,11/1/2018,5:32,,45.543747,-122.6719798,11/1/2018,5:50,,6241,0599 BIKETOWN,2.74,0:18:25,keypad_rfid_card,FALSE
10151576,Subscriber,,45.5230674,-122.6764857,11/1/2018,5:34,,45.5244572,-122.670218,11/1/2018,5:38,,6455,0274 BIKETOWN,0.32,0:04:39,keypad_rfid_card,FALSE
10151607,Subscriber,NW 18th at Northrup,45.53142501,-122.6895659,11/1/2018,5:39,NW Johnson at Jamison Square,45.5286366,-122.6820195,11/1/2018,5:43,,6859,0550 BIKETOWN,0.59,0:04:28,keypad,FALSE
10151636,Casual,NW 11th at The Fields,45.53232501,-122.6824299,11/1/2018,5:44,SW 5th at Main,45.51609691,-122.6790771,11/1/2018,5:55,,6868,0570 BIKETOWN,1.44,0:11:31,keypad,FALSE
10151656,Casual,NW Pettygrove at 15th,45.53290424,-122.68626,11/1/2018,5:47,SE Clay at Water,45.51147657,-122.6662856,11/1/2018,6:00,,6392,0306 XC BIKETOWN ,2.45,0:13:05,keypad_rfid_card,FALSE
10151666,Subscriber,,45.5146308,-122.7178473,11/1/2018,5:48,SW 3rd at Morrison,45.51803882,-122.6755822,11/1/2018,5:57,,6224,0727 BIKETOWN,2.36,0:08:10,keypad,FALSE
10151671,Casual,NW 20th at Burnside,45.52331306,-122.6932633,11/1/2018,5:49,,45.5355355,-122.6968141,11/1/2018,5:54,,6478,0623 BIKETOWN,0.83,0:04:55,keypad,FALSE
10151683,Subscriber,,45.5545891,-122.6646935,11/1/2018,5:52,,45.5308058,-122.6653568,11/1/2018,6:01,,7196,0157 BIKETOWN,1.87,0:09:09,keypad,TRUE
10151705,Casual,N Mason at Williams,45.55335313,-122.6669146,11/1/2018,5:54,N Morris at Williams,45.54471503,-122.6667845,11/1/2018,5:59,,7155,0869 PRT BIKETOWN,0.67,0:05:12,keypad,FALSE
10151732,Subscriber,,45.5626863,-122.6749798,11/1/2018,5:57,,45.559107,-122.6526729,11/1/2018,6:24,,7338,1008 AIR SAFARI,1.34,0:26:38,keypad,FALSE
10151741,Casual,NE Couch at MLK,45.52358836,-122.6619177,11/1/2018,5:58,SW 5th at Morrison,45.51889487,-122.6774061,11/1/2018,6:06,,6250,0277 BIKETOWN,1.02,0:08:16,keypad,FALSE
10151762,Subscriber,,45.5314628,-122.685491,11/1/2018,6:02,NW 22nd at Lovejoy,45.52976024,-122.6966429,11/1/2018,6:10,,6058,0259 BIKETOWN,0.65,0:08:17,keypad,FALSE
10151795,Subscriber,,45.5379577,-122.6886206,11/1/2018,6:07,SW 2nd at Pine,45.52142066,-122.6726291,11/1/2018,6:20,,6197,0372 BIKETOWN,1.67,0:12:04,keypad,FALSE
10151833,Casual,NW 22nd at Lovejoy,45.52976024,-122.6966429,11/1/2018,6:14,,45.5226224,-122.6777869,11/1/2018,6:23,,6058,0259 BIKETOWN,1.42,0:09:35,keypad_rfid_card,FALSE
10151842,Subscriber,NW Everett at 22nd,45.52487653,-122.6965141,11/1/2018,6:15,SW 10th at Columbia,45.51544427,-122.6846749,11/1/2018,6:25,,6529,0796 BIKETOWN,1.06,0:09:51,keypad,FALSE
10151902,Subscriber,SW River at Montgomery,45.50910258,-122.6735169,11/1/2018,6:25,SW 5th at Oak,45.5211726,-122.6763654,11/1/2018,6:33,,7355,"1006 DESIGN BIKE, NE CYCLING LIFE",1.12,0:08:43,keypad,FALSE
10151907,Casual,,45.5193416,-122.6516153,11/1/2018,6:25,NW Station at Irving,45.5282777,-122.6766282,11/1/2018,6:39,,6378,0708 BIKETOWN,1.72,0:13:49,mobile,FALSE
10151917,Subscriber,NW Front at 17th,45.53715171,-122.6881027,11/1/2018,6:28,,45.5300414,-122.6854175,11/1/2018,6:33,,6802,0268 BIKETOWN,0.67,0:05:16,keypad,FALSE
10151950,Casual,SE Clinton at 21st,45.5033655,-122.6447314,11/1/2018,6:34,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,11/1/2018,6:43,,6813,0823 BIKETOWN,1.75,0:08:55,keypad_rfid_card,TRUE
10152022,Subscriber,SE Elliott at Division,45.50512504,-122.6533681,11/1/2018,6:46,,45.5124107,-122.6765074,11/1/2018,6:58,,7173,0730 BIKETOWN,1.62,0:11:23,mobile,FALSE
10152049,Casual,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,11/1/2018,6:50,SW 5th at Oak,45.5211726,-122.6763654,11/1/2018,6:59,,7387,"0934 DESIGN BIKE, WATERFRONT WANDERER SW",0.87,0:08:49,keypad,FALSE
10152087,Subscriber,NW Johnson at Jamison Square,45.5286366,-122.6820195,11/1/2018,6:55,NW 18th at Northrup,45.53142501,-122.6895659,11/1/2018,7:01,,6859,0550 BIKETOWN,0.59,0:05:30,keypad,FALSE
10152096,Casual,,45.5350329,-122.6466728,11/1/2018,6:57,,45.5350724,-122.6606448,11/1/2018,7:02,,6357,0122 BIKETOWN,0.69,0:04:34,keypad,FALSE
10152102,Subscriber,,45.5164975,-122.6648123,11/1/2018,6:59,,45.522975,-122.6637546,11/1/2018,7:04,,7345,"1004 DESIGN BIKE, NE CYCLING LIFE",0.48,0:04:53,keypad_rfid_card,FALSE
10152156,Casual,,45.5376746,-122.6968843,11/1/2018,7:06,NW 19th at Johnson,45.52862062,-122.6905073,11/1/2018,7:14,,7191,0813 BIKETOWN,0.9,0:07:32,keypad,FALSE
10152171,Casual,NW 22nd at Lovejoy,45.52976024,-122.6966429,11/1/2018,7:10,,45.5264914,-122.6842918,11/1/2018,7:16,,6191,0430 BIKETOWN,0.72,0:05:51,keypad,FALSE
10152177,Subscriber,NE Multnomah at 9th,45.53140997,-122.6574612,11/1/2018,7:11,SW Moody at Aerial Tram Terminal,45.49913657,-122.6716433,11/1/2018,7:27,,6644,0071 BIKETOWN,3.22,0:16:01,mobile,FALSE
10152198,Casual,NW Everett at 22nd,45.52487653,-122.6965141,11/1/2018,7:13,SW 2nd at Pine,45.52142066,-122.6726291,11/1/2018,7:24,,7110,0185 BIKETOWN,1.45,0:10:33,keypad,FALSE
10152231,Subscriber,SW Morrison at Pioneer Courthouse Sq.,45.51928859,-122.6792488,11/1/2018,7:18,NW Station at Irving,45.5282777,-122.6766282,11/1/2018,9:43,,6333,0068 BIKETOWN,3.43,2:25:01,keypad,TRUE
10152307,Subscriber,NW 23rd at Overton,45.53211645,-122.6986304,11/1/2018,7:29,NW 10th at Everett,45.52500056,-122.6811048,11/1/2018,7:39,,24828,0248 BIKETOWN,1.35,0:10:11,keypad,FALSE
10152318,Subscriber,NW 18th at Flanders,45.52556242,-122.6892561,11/1/2018,7:29,,45.533359,-122.6987561,11/1/2018,7:39,,6560,0904 BIKETOWN,0.99,0:09:44,mobile,FALSE
10152322,Casual,SE Belmont at 20th,45.51636144,-122.6460457,11/1/2018,7:30,NE Glisan at 24th,45.52649493,-122.6416328,11/1/2018,7:36,,6203,0611 BIKETOWN,0.81,0:05:14,keypad_rfid_card,FALSE
10152323,Subscriber,,45.5227449,-122.6536175,11/1/2018,7:30,,45.5257661,-122.6536009,11/1/2018,7:34,,7114,0371 BIKETOWN,0.26,0:03:57,keypad,FALSE
10152340,Casual,SE 30th at Division,45.50468892,-122.6345551,11/1/2018,7:32,SW 5th at Morrison,45.51889487,-122.6774061,11/1/2018,8:01,,6067,0298 BIKETOWN,2.68,0:28:39,keypad,FALSE
10152353,Subscriber,SW Harrison at 1st,45.50971347,-122.6777159,11/1/2018,7:33,Tilikum West at SW Moody,45.5027677,-122.6714408,11/1/2018,7:39,,6823,0714 BIKETOWN,0.61,0:05:31,keypad,FALSE
10152371,Casual,,45.5717932,-122.6603768,11/1/2018,7:37,NW Couch at 2nd,45.52389222,-122.6721825,11/1/2018,8:07,,5989,0872 BIKETOWN,4.16,0:30:25,mobile,FALSE
10152374,Subscriber,,45.5132329,-122.688131,11/1/2018,7:37,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,11/1/2018,7:46,,7309,0995 BETRUE 2018 TRAINER,1.37,0:08:38,mobile,FALSE
10152390,Casual,NE 11th at Holladay Park,45.53027884,-122.654669,11/1/2018,7:40,SE 14th at Stark,45.51844688,-122.651685,11/1/2018,7:48,,6614,0505 BIKETOWN,0.96,0:08:09,mobile,FALSE
10152408,Casual,NW 2nd at Everett,45.52536699,-122.6725459,11/1/2018,7:42,NW Flanders at 14th,45.52579919,-122.6855063,11/1/2018,7:48,,6431,0174 BIKETOWN,0.68,0:05:37,keypad,FALSE
10152409,Casual,SW Morrison at 18th,45.52196048,-122.6896772,11/1/2018,7:42,,45.5193521,-122.679635,11/1/2018,7:47,,7244,0243 BIKETOWN,0.62,0:04:37,keypad_rfid_card,FALSE
10152415,Casual,NW 18th at Flanders,45.52556242,-122.6892561,11/1/2018,7:43,NW 18th at Northrup,45.53142501,-122.6895659,11/1/2018,7:47,,6056,0790 BIKETOWN,0.42,0:04:08,mobile,FALSE
10152418,Subscriber,SW Moody at Thomas,45.49429475,-122.6719048,11/1/2018,7:43,Tilikum West at SW Moody,45.5027677,-122.6714408,11/1/2018,7:48,,7300,0996 BETRUE TRAINER,0.68,0:04:58,keypad_rfid_card,TRUE
10152445,Subscriber,NE Broadway at 12th,45.53496857,-122.653631,11/1/2018,7:46,NE Multnomah at 9th,45.53140997,-122.6574612,11/1/2018,7:51,,7276,0163 BIKETOWN,0.43,0:04:26,keypad_rfid_card,FALSE
10152452,Casual,SE Belmont at 20th,45.51636144,-122.6460457,11/1/2018,7:47,N Russell at Interstate Community Corral,45.54107815,-122.6769716,11/1/2018,8:04,,6085,0354 BIKETOWN,2.88,0:17:29,keypad,FALSE
10152457,Subscriber,,45.547176,-122.6616105,11/1/2018,7:48,,45.5170806,-122.6797003,11/1/2018,8:07,,19527,0305 BIKETOWN PDX,2.65,0:18:37,keypad_rfid_card,FALSE
10152464,Casual,SW Harvey Milk at Burnside,45.522793,-122.684012,11/1/2018,7:49,NW 13th at Marshall,45.53080401,-122.6844227,11/1/2018,7:55,,6274,0819 BIKETOWN,0.58,0:06:33,keypad,FALSE
10152475,Subscriber,SW River at Montgomery,45.50910258,-122.6735169,11/1/2018,7:49,,45.5235949,-122.6622209,11/1/2018,8:04,,6024,0634 BIKETOWN,2.1,0:14:21,keypad,FALSE
10152487,Casual,SW Yamhill at Director Park,45.51898132,-122.6812685,11/1/2018,7:51,SE Clay at Water,45.51147657,-122.6662856,11/1/2018,7:59,,6021,0902 MSS BIKETOWN,1.06,0:08:34,keypad,FALSE
10152496,Subscriber,NE 17th at Killingsworth - Community Corral,45.56274555,-122.6480594,11/1/2018,7:52,NE Multnomah at 9th,45.53140997,-122.6574612,11/1/2018,8:10,,6781,0380 BIKETOWN,2.64,0:18:02,mobile,FALSE
10152499,Subscriber,NW Couch at 2nd,45.52389222,-122.6721825,11/1/2018,7:52,,45.5265199,-122.6707686,11/1/2018,8:01,,6384,0202 BIKETOWN,0.48,0:09:16,keypad,FALSE
10152520,Subscriber,,45.5048437,-122.6496891,11/1/2018,7:55,SW Morrison at Pioneer Courthouse Sq.,45.51928859,-122.6792488,11/1/2018,8:12,,6790,0544 BIKETOWN,2.21,0:16:29,keypad,FALSE
10152532,Casual,,45.5193125,-122.6319817,11/1/2018,7:57,NW 2nd at Everett,45.52536699,-122.6725459,11/1/2018,8:11,,6467,0695 BIKETOWN,2.31,0:14:39,keypad,FALSE
10152538,Casual,SE Ladd at Hawthorne,45.5120818,-122.6533493,11/1/2018,7:58,SW 5th at Main,45.51609691,-122.6790771,11/1/2018,8:07,,6563,0642 BIKETOWN,1.39,0:09:37,keypad,FALSE
10152568,Subscriber,NW Everett at 22nd,45.52487653,-122.6965141,11/1/2018,8:00,NW Couch at 2nd,45.52389222,-122.6721825,11/1/2018,8:09,,6643,0652 MSS BIKETOWN,1.24,0:09:01,keypad_rfid_card,FALSE
10152573,Subscriber,NW Raleigh at 21st,45.53409115,-122.6949424,11/1/2018,8:01,NW 13th at Marshall,45.53080401,-122.6844227,11/1/2018,8:07,,7337,"1024 DESIGN BIKE, NE CYCLING LIFE ",0.72,0:05:43,keypad,FALSE
10152576,Subscriber,NW Station at Irving,45.5282777,-122.6766282,11/1/2018,8:01,SW Broadway at Smith Memorial Student Union,45.51184309,-122.68372,11/1/2018,8:14,,6378,0708 BIKETOWN,1.24,0:12:26,keypad,FALSE
10152582,Casual,NW Station at Irving,45.5282777,-122.6766282,11/1/2018,8:02,NW Glisan at 21st,45.52634601,-122.6941484,11/1/2018,8:15,,7321,0976 BETRUE TRAINER ,1.09,0:13:01,keypad,FALSE
10152588,Subscriber,SW Park at Portland Art Museum,45.51592353,-122.6833123,11/1/2018,8:02,SW Naito at Morrison,45.51782551,-122.6724963,11/1/2018,8:08,,7382,"0933 XM DESIGN BIKE, EXPLORIN’ SE",0.94,0:05:42,keypad,FALSE
10152632,Subscriber,NW 23rd at Overton,45.53211645,-122.6986304,11/1/2018,8:08,NW Flanders at 14th,45.52579919,-122.6855063,11/1/2018,8:16,,6792,0211 BIKETOWN,1.16,0:07:42,keypad,FALSE
10152645,Subscriber,,45.5194711,-122.6720933,11/1/2018,8:08,SW 5th at Morrison,45.51889487,-122.6774061,11/1/2018,9:16,,6146,0456 BIKETOWN,1.33,1:07:49,keypad_rfid_card,FALSE
10152643,Casual,,45.5235949,-122.6622209,11/1/2018,8:09,SW 5th at Morrison,45.51889487,-122.6774061,11/1/2018,8:17,,7137,0137 BIKETOWN,1.22,0:07:50,mobile,FALSE
10152661,Subscriber,SE 14th at Stark,45.51844688,-122.651685,11/1/2018,8:12,NW Couch at 2nd,45.52389222,-122.6721825,11/1/2018,8:24,,5996,0804 BIKETOWN,1.4,0:11:59,keypad,FALSE
10152682,Subscriber,,45.5263984,-122.6893626,11/1/2018,8:14,,45.5263984,-122.6893626,11/1/2018,8:44,,6111,0178 BIKETOWN,0.03,0:30:12,keypad_rfid_card,FALSE
10152691,Casual,N Vancouver at Alberta,45.55941042,-122.6685226,11/1/2018,8:14,NW Marshall at Tanner Springs Park,45.53083126,-122.6815957,11/1/2018,8:29,,7347,1028 AIR SAFARI,2.45,0:14:26,mobile,FALSE
10152694,Casual,NW Raleigh at 21st,45.53409115,-122.6949424,11/1/2018,8:15,SW 5th at Morrison,45.51889487,-122.6774061,11/1/2018,8:29,,6246,0511 BIKETOWN ,1.87,0:13:58,mobile,FALSE
10152704,Subscriber,,45.5262985,-122.670732,11/1/2018,8:16,,45.5246083,-122.6701985,11/1/2018,8:18,,6384,0202 BIKETOWN,0.14,0:02:09,keypad,FALSE
10152712,Casual,NW Raleigh at 21st,45.53409115,-122.6949424,11/1/2018,8:16,NW Broadway at Everett,45.52507854,-122.6775563,11/1/2018,8:27,,6210,0821 BIKETOWN ,1.39,0:10:40,keypad,FALSE
10152715,Casual,NW 13th at Marshall,45.53080401,-122.6844227,11/1/2018,8:17,,45.5229406,-122.6886019,11/1/2018,8:23,,6213,0310 BIKETOWN,0.71,0:05:50,keypad,FALSE
10152741,Casual,,45.5559324,-122.6848764,11/1/2018,8:19,SE 14th at Stark,45.51844688,-122.651685,11/1/2018,9:10,,6801,0512 BIKETOWN,3.74,0:50:59,keypad,FALSE
10152754,Casual,SW Park at Portland Art Museum,45.51592353,-122.6833123,11/1/2018,8:21,SW Yamhill at Director Park,45.51898132,-122.6812685,11/1/2018,8:23,,6123,0479 BIKETOWN,0.24,0:02:30,mobile,FALSE
10152765,Casual,,45.5193347,-122.6495865,11/1/2018,8:22,NW Johnson at Jamison Square,45.5286366,-122.6820195,11/1/2018,8:34,,6349,0777 BIKETOWN,2.17,0:12:49,mobile,FALSE
10152769,Subscriber,,45.5409301,-122.6641567,11/1/2018,8:22,,45.524367,-122.6617459,11/1/2018,8:30,,6661,0768 BIKETOWN,1.12,0:08:07,mobile,FALSE
10152780,Casual,,45.5017014,-122.6719019,11/1/2018,8:22,,45.5229602,-122.6627544,11/1/2018,8:34,,6644,0071 BIKETOWN,1.91,0:11:33,mobile,FALSE
10152795,Casual,NW Thurman at 24th,45.53550403,-122.7006608,11/1/2018,8:24,NW Broadway at Everett,45.52507854,-122.6775563,11/1/2018,8:37,,6407,0740 BIKETOWN,1.65,0:13:14,keypad,FALSE
10152803,Casual,SE 14th at Stark,45.51844688,-122.651685,11/1/2018,8:26,SW 5th at Main,45.51609691,-122.6790771,11/1/2018,8:38,,7298,"0980 DESIGN BIKE, N PAUL BUNYAN ",1.76,0:11:47,keypad,FALSE
10152822,Subscriber,NE 15th at Broadway,45.53508224,-122.6505639,11/1/2018,8:29,NW Broadway at Everett,45.52507854,-122.6775563,11/1/2018,8:40,,6667,0352 BIKETOWN,1.88,0:11:07,mobile,FALSE
10152832,Subscriber,,45.4996327,-122.6542228,11/1/2018,8:30,,45.5129509,-122.6597725,11/1/2018,8:42,,6428,0058 BIKETOWN,1.12,0:12:56,keypad,FALSE
10152846,Casual,,45.5136437,-122.6536822,11/1/2018,8:31,SE Clinton at 21st,45.5033655,-122.6447314,11/1/2018,8:42,,6243,0579 BIKETOWN,0.95,0:11:09,mobile,FALSE
10152864,Subscriber,SE Clinton at 21st,45.5033655,-122.6447314,11/1/2018,8:32,SE Ladd at Hawthorne,45.5120818,-122.6533493,11/1/2018,8:39,,6112,0121 BIKETOWN,0.77,0:06:23,keypad_rfid_card,FALSE
10152865,Subscriber,N Morris at Williams,45.54471503,-122.6667845,11/1/2018,8:33,SW Morrison at Pioneer Courthouse Sq.,45.51928859,-122.6792488,11/1/2018,8:42,,6105,0200 BIKETOWN,2,0:09:09,keypad_rfid_card,FALSE
10152882,Subscriber,NW Station at Irving,45.5282777,-122.6766282,11/1/2018,8:34,NE MLK at Knott,45.54179953,-122.6614845,11/1/2018,8:54,,6363,0684 BIKETOWN ,1.68,0:19:46,keypad_rfid_card,FALSE
10152890,Casual,,45.5128022,-122.6751137,11/1/2018,8:34,,45.5177466,-122.6793375,11/1/2018,8:39,,7173,0730 BIKETOWN,0.55,0:05:20,keypad_rfid_card,FALSE
10152897,Casual,,45.522934,-122.684164,11/1/2018,8:35,SW Morrison at 18th,45.52196048,-122.6896772,11/1/2018,8:39,,6630,0688 BIKETOWN,0.36,0:03:44,mobile,FALSE
10152901,Subscriber,SE 37th at Division - Community Corral,45.504732,-122.62528,11/1/2018,8:36,,45.5129458,-122.6638284,11/1/2018,8:53,,6288,0179 BIKETOWN,2.41,0:17:13,keypad_rfid_card,FALSE
10152910,Subscriber,,45.5363597,-122.6907478,11/1/2018,8:36,,45.5335269,-122.6896275,11/1/2018,8:41,,6419,0102 BIKETOWN,0.28,0:04:27,mobile,FALSE
10152915,Casual,,45.5351651,-122.6332533,11/1/2018,8:37,SW Harrison at 1st,45.50971347,-122.6777159,11/1/2018,9:04,,7242,0005 BIKETOWN,3.71,0:27:40,mobile,FALSE
10152923,Subscriber,,45.523074,-122.69128,11/1/2018,8:38,,45.5230674,-122.6764857,11/1/2018,8:45,,6843,0759 BIKETOWN ,0.88,0:06:54,keypad_rfid_card,FALSE
10152930,Subscriber,,45.5172325,-122.6916725,11/1/2018,8:38,Urban Center Plaza at SW 6th St,45.51158277,-122.682281,11/1/2018,8:50,,6094,0531 BIKETOWN,0.78,0:11:24,keypad,FALSE
