bikeid,fdpre,fname,ftype,length_m,facility2008,facility2009,facility2010,facility2011,facility2012,facility2013
107016,N,ALBERTA,ST,202.578034170867,,,,,,
133539,NE,105TH,AVE,129.602392502467,,,,,,
133516,NE,MARX,ST,325.189613026164,,,,,,
107031,NE,ROSELAWN,ST,15.0442670548498,,,,,,
107009,N,ALBERTA,ST,202.766563926341,,,,,,
107008,N,ALBERTA,ST,154.42574177563,,,,,,
107256,NE,WHITAKER,WAY,397.484095524858,,,,,,
133469,NE,KILLINGSWORTH,ST,28.7950174945899,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
107109,NE,33RD,AVE,53.723409704875,,,,,,
107018,NE,SUMNER,ST,41.1595010998504,,,,,,
107270,NE,32ND,PL,142.064288887355,,,,,,
107015,NE,SUMNER,ST,41.1488890961027,,,,,,
107262,NE,32ND AVE-32ND PL,ALY,141.533393384061,,,,,,
107013,NE,SUMNER,ST,41.1619478584202,,,,,,
107258,NE,32ND,AVE,141.008471809987,,,,,,
107006,NE,SUMNER,ST,41.1470586936029,,,,,,
107253,NE,31ST AVE-32ND AVE,ALY,140.486545378387,,,,,,
107003,NE,SUMNER,ST,41.1619291657717,,,,,,
107248,NE,31ST,AVE,139.953610984368,,,,,,
106998,NE,SUMNER,ST,41.1104078065839,,,,,,
107246,NE,30TH AVE-31ST AVE,ALY,139.466162403378,,,,,,
106996,NE,SUMNER,ST,41.1449799052824,,,,,,
107244,NE,30TH,AVE,139.009557255851,,,,,,
106993,NE,SUMNER,ST,41.1482712647216,,,,,,
107242,NE,29TH AVE-30TH AVE,ALY,138.621652992579,,,,,,
106991,NE,SUMNER,ST,41.1479673391908,,,,,,
107237,NE,29TH,AVE,138.170173308056,,,,,,
106989,NE,SUMNER,ST,36.1405221640404,,,,,,
107233,NE,28TH AVE-29TH AVE,ALY,138.358880251471,,,,,,
106985,NE,SUMNER,ST,37.9357314524377,,,,,,
107231,NE,28TH,AVE,138.345264765598,,,,,,
106983,NE,SUMNER,ST,39.624183759993,,,,,,
194077,NE,62ND,AVE,57.6668352464575,,,,,,
107229,NE,27TH AVE-28TH AVE,ALY,138.331152754119,,,,,,
106980,NE,SUMNER,ST,39.6242804595154,,,,,,
107155,NE,13TH,AVE,100.54115960644,,,,,,
106986,NE,WEBSTER,ST,75.5047420901069,,,,,,
901192360,N,GREELEY,AVE,31.2903718896201,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
107222,NE,27TH,AVE,138.318053108381,,,,,,
107100,NE,58TH,CT,78.7862186001817,,,,,,
107151,NE,12TH,AVE,100.510049306724,,,,,,
106978,NE,WEBSTER,ST,76.6436022682584,,,,,,
107217,NE,26TH AVE-27TH AVE,ALY,138.309086887814,,,,,,
106974,NE,SUMNER,ST,39.6383762748819,,,,,,
107116,NE,49TH,AVE,91.3904480336837,,,,,,
106963,NE,ROSELAWN,ST,44.8508309654827,,,,,,
107214,NE,26TH,AVE,138.376190946515,,,,,,
106971,NE,SUMNER,ST,39.6383055495557,,,,,,
107145,NE,11TH,AVE,100.482950631556,,,,,,
106972,NE,WEBSTER,ST,75.607120553019,,,,,,
107208,NE,25TH AVE-26TH AVE,ALY,138.439306546707,,,,,,
106969,NE,SUMNER,ST,39.6238774216208,,,,,,
107036,NE,48TH,AVE,42.4408920737845,,,,,,
106960,NE,ROSELAWN,ST,95.5548595227534,,,,,,
107206,NE,25TH,AVE,138.501986990629,,,,,,
106962,NE,SUMNER,ST,39.6240740766236,,,,,,
107137,NE,10TH,AVE,100.568396397547,,,,,,
106966,NE,WEBSTER,ST,76.5011584692391,,,,,,
738212,,,,19.1616110387778,,,,,,
107204,NE,24TH AVE-25TH AVE,ALY,138.565763672778,,,,,,
106955,NE,SUMNER,ST,39.624183759993,,,,,,
190587,NE,55TH,AVE,76.7248337165204,,,,,,
107053,N,WILLIAMS,AVE,80.4629925283836,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
107129,NE,9TH,AVE,105.376078964259,,,,,,
106953,NE,WEBSTER,ST,66.1358453654155,,,,,,
107198,NE,24TH,AVE,138.607471056797,,,,,,
106952,NE,SUMNER,ST,39.648516982787,,,,,,
107047,N,VANCOUVER,AVE,80.54478247605,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106914,N,WEBSTER,ST,112.886705396427,,,,,,
107194,NE,23RD,AVE,138.600787729998,,,,,,
106950,NE,SUMNER,ST,76.2004501809668,,,,,,
107040,N,KERBY,AVE,79.0939467886822,,,,,,
106942,NE,WEBSTER,ST,75.6231373646641,,,,,,
107187,NE,22ND,AVE,138.603825130717,,,,,,
106944,NE,SUMNER,ST,76.1765716374281,,,,,,
107029,NE,72ND,AVE,39.4172517908618,,,,,,
133470,N,ALBINA,AVE,79.1163151000751,,,,,,
133428,N,WEBSTER,ST,158.496329311634,,,,,,
107105,NE,6TH,AVE,100.430973110593,,,,,,
106936,NE,WEBSTER,ST,76.5695665740982,,,,,,
107183,NE,21ST,AVE,138.607252727467,,,,,,
106941,NE,SUMNER,ST,76.1790767618415,,,,,,
107098,NE,GRAND,AVE,100.332856972606,,,,,,
106929,NE,WEBSTER,ST,74.5343882927979,,,,,,
107178,NE,20TH,AVE,138.611083362226,,,,,,
106939,NE,SUMNER,ST,76.1796021268467,,,,,,
133464,N,MICHIGAN,AVE,79.1169338381653,,,,,BKE-BLVD,BKE-BLVD
133427,N,WEBSTER,ST,158.496560165879,,,,,,
106964,NE,EMERSON,ST,178.788407138165,,,,,,
133461,N,MISSOURI,AVE,79.201769734264,,,,,,
133425,N,WEBSTER,ST,79.2459609131719,,,,,,
107094,NE,MARTIN LUTHER KING JR,BLVD,100.522696786508,,,,,,
106915,NE,WEBSTER,ST,82.2353212575283,,,,,,
107175,NE,19TH,AVE,138.613279026297,,,,,,
106934,NE,SUMNER,ST,76.178676964336,,,,,,
133455,N,MINNESOTA,AVE,79.2279037857192,,,,,,
184136,NE,EMERSON,ST,60.3066472563813,,,,,,
107172,NE,18TH,AVE,138.614723753927,,,,,,
106928,NE,SUMNER,ST,76.179889878809,,,,,,
133453,N,MONTANA,AVE,79.1237434280649,,,,,,
133406,N,WEBSTER,ST,75.938497423908,,,,,,
184135,NE,EMERSON,ST,98.0533646902129,,,,,,
133451,N,MARYLAND,AVE,79.1339443911933,,,,,,
133404,N,WEBSTER,ST,79.2481640249831,,,,,,
107170,NE,17TH,AVE,138.614672473799,,,,,,
106921,NE,SUMNER,ST,76.1795124815593,,,,,,
902192360,N,GREELEY,AVE,29.5340181693188,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
133401,N,WEBSTER,ST,82.5513906184562,,,,,,
107164,NE,16TH,AVE,138.613321886248,,,,,,
106910,NE,SUMNER,ST,76.1789231843432,,,,,,
185059,NW,FRONT,AVE,85.9351430606837,,,,,,
107070,NE,CULLY,BLVD,104.622584412362,,,,BKE-TRAK,BKE-TRAK,BKE-TRAK
106937,NE,EMERSON,ST,185.970367926443,,,,,,
107162,NE,15TH,AVE,138.612574209986,,,,,,
106906,NE,SUMNER,ST,76.1776814062949,,,,,,
193784,NE,14TH,PL,119.072427409463,,,,,,
106904,NE,SUMNER,ST,76.1753250300849,,,,,,
195057,NE,92ND,AVE,40.919322266039,,,,,,
106900,NE,SUMNER,ST,39.5435869038011,,,,,,
107021,NE,52ND,AVE,62.7990582750838,,,,,,
107060,NE,42ND,AVE,76.4529345744733,,,,,,
133479,NE,91ST,AVE,86.5631023463707,,,,,,
133432,NE,EMERSON,ST,74.2234413891427,,,,,,
106930,NE,ROSELAWN,ST,77.5992238392789,,,,,,
106926,NE,ROSELAWN,ST,79.3939276620507,,,,,,
107055,NE,CESAR E CHAVEZ,BLVD,76.5510527428184,,,,,,
106924,NE,ROSELAWN,ST,38.2551174439663,,,,,,
106922,NE,ROSELAWN,ST,40.8335701696954,,,,,,
106919,NE,ROSELAWN,ST,79.2406118893639,,,,,,
107051,NE,89TH,AVE,86.5625518458731,,,,,,
133430,NE,EMERSON,ST,182.878331180158,,,,,,
107050,NE,37TH,AVE,76.5948905166026,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
106912,NE,ROSELAWN,ST,82.6084226812325,,,,,,
194078,NE,62ND,AVE,44.3449829403441,,,,,,
106917,NE,EMERSON,ST,287.525207730057,,,,,,
160757,N,I5 FWY-ALBERTA ST,RAMP,102.252638240179,,,,,,
106895,NE,EMERSON,CT,108.718431179065,,,,,,
107049,NE,87TH,AVE,86.5625213449218,,,,,,
106898,NE,EMERSON,ST,161.559251240721,,,,,,
107004,N,CONCORD,AVE,79.2493018771549,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
106885,N,WEBSTER,ST,194.711111425109,,,,,,
106890,NE,EMERSON,ST,36.0945832217512,,,,,,
106888,NE,EMERSON,ST,80.746708778967,,,,,,
107186,N,LAGOON,AVE,300.314610280591,,,,,,
107010,N,DENVER,AVE,80.1638342000294,,,,,,
106894,NE,52ND,AVE,17.6248347043403,,,,,,
106883,NE,EMERSON,ST,79.1118694158484,,,,,,
133486,NE,101ST,AVE,106.874889160061,,,,,,
133463,NE,MARX,ST,320.883187126196,,,,,,
192566,NE,57TH,AVE,126.684061828275,,,,,,
106878,N,WEBSTER,ST,202.425026013163,,,,,,
196777,N,ANCHOR,ST,122.737822343439,,,,,,
196474,N,BASIN,AVE,157.292948815294,,,,,,
107007,N,GAY,AVE,81.8679450977434,,,,,,
106880,N,WEBSTER,ST,202.884447719554,,,,,,
193635,N,DELAWARE,AVE,65.4985879976633,,,,,,
106874,N,WEBSTER,ST,197.19189654489,,,,,,
106977,NE,13TH,AVE,67.0583394937974,,,,,,
106879,NE,SUMNER,ST,113.339001182458,,,,,,
107000,NE,122ND,AVE,102.280050055071,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
133524,NE,MARINE,DR,804.602601255835,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
192567,NE,57TH,AVE,15.5588084609739,,,,,,
106965,NE,11TH,AVE,67.0601059609684,,,,,,
106868,NE,SUMNER,ST,152.011696326316,,,,,,
106907,NE,MARTIN LUTHER KING JR,BLVD,51.5315606452939,,,,,,
106891,NE,62ND,AVE,28.6957369739836,,,,,,
107090,NE,GARFIELD AVE-MARTIN LUTHER KING JR BLVD,ALY,152.532005374183,,,,,,
106850,NE,SUMNER,ST,49.1282900732655,,,,,,
133331,N,ALBERTA ST-I5 FWY,RAMP,133.101447810063,,,,,,
107087,NE,GARFIELD,AVE,153.541958523869,,,,,,
106845,NE,SUMNER,ST,41.9076956461415,,,,,,
106947,NE,9TH,AVE,72.0036933656789,,,,,,
106856,NE,SUMNER,ST,133.075781755964,,,,,,
107081,NE,MALLORY AVE-GARFIELD AVE,ALY,153.439053227499,,,,,,
106837,NE,SUMNER,ST,41.9057741128526,,,,,,
107107,NE,60TH,AVE,159.243546339636,,,,,,
106862,NE,EMERSON,ST,123.609993099952,,,,,,
133429,NE,91ST,AVE,41.6079018897792,,,,,,
107075,NE,RODNEY AVE-MALLORY AVE,ALY,154.234076790742,,,,,,
106823,NE,SUMNER,ST,41.6420672951238,,,,,,
106865,NE,EMERSON,ST,278.567218906229,,,,,,
106935,NE,7TH,AVE,67.0718038556452,,,,,,
106841,NE,SUMNER,ST,171.141939696824,,,,,,
107071,NE,RODNEY,AVE,155.03792621232,,,,,,
106816,NE,SUMNER,ST,42.3133839360179,,,,,,
106925,NE,41ST,AVE,43.5926639079004,,,,,,
106872,NE,EMERSON,ST,77.7123908638247,,,,,,
186084,NE,KILLINGSWORTH,ST,75.3548868490385,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
107068,NE,CLEVELAND AVE-RODNEY AVE,ALY,155.559973990943,,,,,,
106813,NE,SUMNER,ST,42.0383787120857,,,,,,
106923,NE,40TH,AVE,44.7107524108743,,,,,,
106870,NE,EMERSON,ST,79.2415510861205,,,,,,
107061,NE,CLEVELAND,AVE,156.033714890143,,,,,,
106810,NE,SUMNER,ST,42.0491021352182,,,,,,
107011,NE,46TH,PL,99.4952494894146,,,,,,
106833,NE,EMERSON,ST,15.5350840226944,,,,,,
106808,NE,SUMNER,ST,42.0484283089099,,,,,,
106918,NE,CESAR E CHAVEZ,BLVD,45.8261472559385,,,,,,
106864,NE,EMERSON,ST,79.2411512496116,,,,,,
106913,N,WILLIAMS,AVE,77.6242444051112,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106805,NE,SUMNER,ST,39.247095508516,,,,,,
106911,NE,38TH,AVE,46.9420870633864,,,,,,
106858,NE,EMERSON,ST,79.2407373868939,,,,,,
106967,NE,45TH,PL,68.2426619204017,,,,,,
106831,NE,EMERSON,ST,81.4002073291454,,,,,,
106849,NE,MARTIN LUTHER KING JR,BLVD,15.5245613812235,,,,,,
106817,NE,SUMNER,ST,233.582642672843,,,,,,
106901,N,VANCOUVER,AVE,78.7782173487633,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106803,N,SUMNER,ST,117.762907015997,,,,,,
106908,NE,37TH,AVE,48.1995978524481,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
106855,NE,EMERSON,ST,81.5998158401118,,,,,,
106892,N,KERBY,AVE,79.8554420725475,,,,,,
107131,NE,36TH,AVE,167.639610977222,,,,,,
106848,NE,EMERSON,ST,85.2099538741174,,,,,,
193404,NE,62ND,AVE,21.3849950374896,,,,,,
185538,NE,EMERSON,ST,183.514182731609,,,,,,
133426,N,ALBINA,AVE,79.1168338914755,,,,,,
133391,N,SUMNER,ST,158.497989089142,,,,,,
107127,NE,35TH,PL,167.639813658877,,,,,,
106839,NE,EMERSON,ST,79.2327546826585,,,,,,
106999,NE,43RD,AVE,100.394215053805,,,,,,
185537,NE,EMERSON,ST,59.4362323963554,,,,,,
107121,NE,35TH,AVE,167.639302808869,,,,,,
106835,NE,EMERSON,ST,79.2332323542927,,,,,,
133424,N,MICHIGAN,AVE,79.1173336067689,,,,,BKE-BLVD,BKE-BLVD
133390,N,SUMNER,ST,158.496570667773,,,,,,
106871,NE,42ND,AVE,19.5869217095011,,,,,,
106824,NE,EMERSON,ST,78.3750258906402,,,,,,
738177,,,,10.0285586510402,,,,,,
107112,NE,34TH,AVE,167.639602694368,,,,,,
106827,NE,EMERSON,ST,79.2326657948107,,,,,,
133420,N,MISSOURI,AVE,78.9909336114001,,,,,,
194058,NW,SKYLINE,BLVD,265.443763666516,,,,,,
133405,N,MINNESOTA,AVE,79.1237879564638,,,,,,
133403,N,MONTANA,AVE,79.1227372787579,,,,,,
133380,N,SUMNER,ST,76.2255337172775,,,,,,
133400,N,MARYLAND,AVE,79.1325485378471,,,,,,
133377,N,SUMNER,ST,79.2478791356776,,,,,,
133373,N,SUMNER,ST,81.9148591400227,,,,,,
107065,NE,112TH,AVE,167.656881280974,,,,,,
106821,NE,EMERSON,ST,78.9746884407281,,,,,,
107014,NE,32ND PL-33RD AVE,ALY,133.849201227572,,,,,,
106797,NE,EMERSON,ST,41.3681132459973,,,,,,
107012,NE,32ND,PL,133.856209566581,,,,,,
106795,NE,EMERSON,ST,41.1486319536507,,,,,,
107005,NE,32ND AVE-32ND PL,ALY,133.865701661134,,,,,,
106791,NE,EMERSON,ST,41.1477362398554,,,,,,
107002,NE,32ND,AVE,133.869678134344,,,,,,
106789,NE,EMERSON,ST,41.1479402971299,,,,,,
106997,NE,31ST AVE-32ND AVE,ALY,133.875339773845,,,,,,
106787,NE,EMERSON,ST,41.1484360955398,,,,,,
106877,N,CONCORD,AVE,79.2488189659739,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
106773,N,SUMNER,ST,193.201952405026,,,,,,
106995,NE,31ST,AVE,133.881031875479,,,,,,
106785,NE,EMERSON,ST,41.1475403828276,,,,,,
106992,NE,30TH AVE-31ST AVE,ALY,133.87912479209,,,,,,
106782,NE,EMERSON,ST,41.1480361767477,,,,,,
106990,NE,30TH,AVE,133.901853028951,,,,,,
106780,NE,EMERSON,ST,41.148236140638,,,,,,
106988,NE,29TH AVE-30TH AVE,ALY,133.924858109177,,,,,,
106876,N,DENVER,AVE,79.2501350406006,,,,,,
106984,NE,29TH,AVE,135.552599927814,,,,,,
106776,NE,EMERSON,ST,35.9032874022179,,,,,,
106897,NE,89TH,AVE,92.7327737917672,,,,,,
106758,N,SUMNER,ST,202.438423115483,,,,,,
106982,NE,28TH AVE-29TH AVE,ALY,137.159885706521,,,,,,
106771,NE,EMERSON,ST,38.0459101643518,,,,,,
106867,NE,13TH,AVE,67.609859089415,,,,,,
106774,NE,ROSELAWN,ST,113.291814321821,,,,,,
106979,NE,28TH,AVE,137.159676211736,,,,,,
106767,NE,EMERSON,ST,39.6244771097451,,,,,,
183076,NE,KILLINGSWORTH,ST,129.332379443224,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
183075,NE,KILLINGSWORTH,ST,59.3297405795276,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106873,N,GAY,AVE,79.2517090706151,,,,,,
106762,N,SUMNER,ST,202.975333411347,,,,,,
106975,NE,27TH AVE-28TH AVE,ALY,137.159788957918,,,,,,
106764,NE,EMERSON,ST,39.6238839182509,,,,,,
106973,NE,27TH,AVE,137.159376365371,,,,,,
106760,NE,EMERSON,ST,39.6238806720058,,,,,,
106970,NE,26TH AVE-27TH AVE,ALY,137.159709399908,,,,,,
106756,NE,EMERSON,ST,39.6279817571131,,,,,,
106761,NE,ROSELAWN,ST,135.015904994967,,,,,,
106840,NE,9TH,AVE,64.2123221387429,,,,,,
106968,NE,26TH,AVE,137.15891487437,,,,,,
106750,NE,EMERSON,ST,39.6287748408699,,,,,,
106961,NE,25TH AVE-26TH AVE,ALY,137.162068057903,,,,,,
106748,NE,EMERSON,ST,39.6245873127074,,,,,,
106746,NE,ROSELAWN,ST,128.930588801584,,,,,,
106769,NE,ROSELAWN,ST,285.45888170629,,,,,,
133378,NE,KILLINGSWORTH,ST,281.160995369464,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
133433,NE,82ND,AVE,43.6999571695525,,,,,,
183826,NE,KILLINGSWORTH,ST,54.0639597825613,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106954,NE,25TH,AVE,137.15981762223,,,,,,
106743,NE,EMERSON,ST,39.6239806177479,,,,,,
106753,N,SUMNER,ST,200.812168681413,,,,,,
106951,NE,24TH AVE-25TH AVE,ALY,137.159824048501,,,,,,
106739,NE,EMERSON,ST,39.6239838639848,,,,,,
106949,NE,24TH,AVE,137.115423975638,,,,,,
106737,NE,EMERSON,ST,39.6416524895865,,,,,,
106806,NE,MARTIN LUTHER KING JR,BLVD,58.7635126602017,,,,,,
106731,NE,ROSELAWN,ST,141.849556162316,,,,,,
106943,NE,23RD,AVE,137.072987767839,,,,,,
106735,NE,EMERSON,ST,76.1947251904036,,,,,,
106802,N,WILLIAMS,AVE,62.5651193238788,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
193630,N,SUMNER,ST,121.132230297253,,,,,,
106940,NE,22ND,AVE,137.081367572419,,,,,,
106729,NE,EMERSON,ST,76.1835440750548,,,,,,
902192361,N,GREELEY,AVE,123.547858946169,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
193633,N,SUMNER,ST,42.1381224327754,,,,,,
106800,N,VANCOUVER,AVE,62.6976063332384,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106938,NE,21ST,AVE,137.087194057958,,,,,,
106727,NE,EMERSON,ST,76.1845664156379,,,,,,
133367,NE,KILLINGSWORTH,ST,458.315525531913,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106933,NE,20TH,AVE,137.090773307248,,,,,,
106722,NE,EMERSON,ST,76.1834188513152,,,,,,
133473,NE,75TH,AVE,185.037971527228,,,,,,
106927,NE,19TH,AVE,137.092624669621,,,,,,
106721,NE,EMERSON,ST,76.1833386800976,,,,,,
133467,NE,74TH,AVE,184.487402822433,,,,,,
133362,NE,KILLINGSWORTH,ST,57.8846168380565,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106920,NE,18TH,AVE,137.121855937968,,,,,,
106718,NE,EMERSON,ST,76.1607206866809,,,,,,
133360,NE,KILLINGSWORTH,ST,59.748631181994,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
133472,NE,73RD,AVE,189.854614249677,,,,,,
133357,NE,KILLINGSWORTH,ST,29.1651393468842,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106909,NE,17TH,AVE,137.091110621483,,,,,,
106715,NE,EMERSON,ST,76.2053481747461,,,,,,
133435,NE,72ND,AVE,150.364201839687,,,,,,
106905,NE,16TH,AVE,137.091582279378,,,,,,
106711,NE,EMERSON,ST,76.1829403208835,,,,,,
106903,NE,15TH,AVE,137.088823723859,,,,,,
106709,NE,EMERSON,ST,76.1825957348175,,,,,,
106899,NE,14TH,PL,137.086509846406,,,,,,
106707,NE,EMERSON,ST,76.1788529022994,,,,,,
106704,NE,EMERSON,ST,39.1839677471055,,,,,,
106692,N,EMERSON,ST,79.1294310677657,,,,,,
133389,N,ALBINA,AVE,79.6369418091624,,,,,,
133339,N,EMERSON,ST,79.3655356140526,,,,,,
133338,N,EMERSON,ST,79.1308930847885,,,,,,
133384,N,MICHIGAN,AVE,79.4128028677166,,,,,BKE-BLVD,BKE-BLVD
133382,N,MISSOURI,AVE,79.3753630135322,,,,,,
133334,N,EMERSON,ST,76.2644173478433,,,,,,
133379,N,MINNESOTA,AVE,79.0263483354589,,,,,,
106916,NE,CULLY,BLVD,188.336042623593,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
133376,N,MONTANA,AVE,79.1221510369855,,,,,,
133330,N,EMERSON,ST,77.0918002023049,,,,,,
133372,N,MARYLAND,AVE,79.1058501496088,,,,,,
133327,N,EMERSON,ST,79.2478221507762,,,,,,
133325,N,EMERSON,ST,81.4595404724396,,,,,,
106702,NE,KILLINGSWORTH,ST,138.525817621665,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106860,N,BASIN,AVE,157.018192515579,,,,,,
106852,NE,INVERNESS,DR,306.530509871631,,,,,,
181844,NE,KILLINGSWORTH,ST,135.642490603511,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106695,N,WEBSTER,ST,293.302257851818,,,,,,
193403,NE,62ND,AVE,53.4134040633304,,,,,,
181843,NE,KILLINGSWORTH,ST,123.720716352208,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106719,NE,MARTIN LUTHER KING JR,BLVD,50.679856486746,,,,,,
106853,NE,60TH,AVE,120.756485176073,,,,,,
106698,NE,KILLINGSWORTH,ST,121.400984106665,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106687,NE,EMERSON,ST,70.8075400250269,,,,,,
106844,NE,GARFIELD AVE-MARTIN LUTHER KING JR BLVD,ALY,124.967480310105,,,,,,
106684,NE,EMERSON,ST,50.1459335276567,,,,,,
106768,NE,13TH,AVE,65.5227018205496,,,,,,
106686,NE,EMERSON,ST,43.0834517337554,,,,,,
106836,NE,GARFIELD,AVE,124.968660536339,,,,,,
106679,NE,EMERSON,ST,41.9083329801556,,,,,,
106754,N,DENVER,AVE,79.2499485301016,,,,,,
106694,NE,KILLINGSWORTH,ST,90.9198893036864,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106682,NE,EMERSON,ST,36.1279389671302,,,,,,
106829,NE,MALLORY AVE-GARFIELD AVE,ALY,124.972240611778,,,,,,
106676,NE,EMERSON,ST,41.9059772795586,,,,,,
106822,NE,MALLORY,AVE,124.966651974283,,,,,,
106671,NE,EMERSON,ST,41.907040760738,,,,,,
106681,NE,EMERSON,ST,79.250120984805,,,,,,
106665,NE,EMERSON,ST,41.9062033174555,,,,,,
106859,NE,57TH,AVE,137.185742088211,,,,,,
106757,N,CONCORD,AVE,79.2497251867207,,,BKE-BLVD,BKE-BLVD,BKE-BLVD,BKE-BLVD
106663,N,EMERSON,ST,195.157961325715,,,,,,
106812,NE,RODNEY,AVE,124.941539229933,,,,,,
106660,NE,EMERSON,ST,42.0471970793638,,,,,,
106674,NE,EMERSON,ST,79.248024824337,,,,,,
106809,NE,CLEVELAND AVE-RODNEY AVE,ALY,124.913707784575,,,,,,
106656,NE,EMERSON,ST,42.0357908470959,,,,,,
106751,NE,9TH,AVE,69.1081939653652,,,,,,
106667,NE,EMERSON,ST,85.8625734209787,,,,,,
106807,NE,CLEVELAND,AVE,124.913451882311,,,,,,
106650,NE,EMERSON,ST,42.0445915920311,,,,,,
106804,NE,WILLIAMS AVE-CLEVELAND AVE,ALY,124.909278932936,,,,,,
106643,NE,EMERSON,ST,42.0443916944194,,,,,,
106745,NE,8TH,AVE,72.7757897940433,,,,,,
106662,NE,EMERSON,ST,135.784696048411,,,,,,
106712,N,WILLIAMS,AVE,62.3483726200172,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106635,NE,EMERSON,ST,40.7001038099905,,,,,,
193381,NW,SALTZMAN,RD,125.325550285414,,,,,,
106887,NE,54TH,AVE,163.197372803597,,,,,,
106669,NE,KILLINGSWORTH,ST,108.357684410203,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106624,N,EMERSON,ST,42.0991148021433,,,,,,
107024,NE,138TH,AVE,266.539187266712,,,,,,
106648,N,EMERSON,ST,202.451361437112,,,,,,
106620,N,EMERSON,ST,41.891935498877,,,,,,
106882,NE,53RD,AVE,163.124359906061,,,,,,
106657,NE,KILLINGSWORTH,ST,80.7699281240047,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106730,NE,6TH,AVE,72.5446571941802,,,,,,
106653,NE,EMERSON,ST,130.352802068786,,,,,,
106705,N,VANCOUVER,AVE,62.8363521280124,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106614,N,EMERSON,ST,44.5500858371083,,,,,,
106752,N,GAY,AVE,79.2507192749602,,,,,,
106654,N,EMERSON,ST,203.066400364875,,,,,,
106881,NE,52ND,AVE,162.90376707415,,,,,,
170834,NE,JARRETT,ST,201.081296079519,,,,,,
106641,NE,KILLINGSWORTH,ST,51.583294903768,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE,BKE-LANE
106606,N,EMERSON,ST,116.010964802187,,,,,,
106683,NE,MARTIN LUTHER KING JR,BLVD,21.7584921646633,,,,,,
106632,NE,EMERSON,ST,142.120934021349,,,,,,
106716,N,COMMERCIAL AVE-HAIGHT AVE,ALY,85.3197547245868,,,,,,
106593,N,EMERSON,ST,41.8956501514176,,,,,,
133364,NE,76TH,AVE,65.4580222300193,,,,,,
